#{"t_start": 1783432667.5178642, "env_id": "LunarLander-v3"}
r,l,t
-17.009896,188,78.657696
-32.927391,163,78.942441
-106.910385,241,79.394094
-170.97342,202,79.920477
-95.385081,181,80.294554
20.969622,144,80.582334
22.025001,185,84.0656
-158.436156,210,84.438169
-18.324157,285,85.097479
52.644837,1000,89.786058
-48.988067,117,90.033849
-73.050648,150,90.373924
57.055217,152,93.88249
-22.632275,193,94.472252
-16.688933,178,94.898384
-38.185083,177,95.239725
-42.353013,129,95.52172
-31.549155,123,95.867552
-61.554672,139,96.286784
43.984234,181,98.272219
-36.546752,192,98.764327
-19.878772,165,99.165631
-41.801372,247,99.736579
-8.379122,97,100.158686
-46.014517,137,100.538588
15.140307,110,102.689028
-149.735383,247,103.557275
25.198929,1000,107.897938
-39.214595,144,108.18204
15.333788,122,108.408469
-56.363801,159,108.75663
1.366967,180,109.128527
-76.074813,107,109.378414
8.006807,137,111.83814
0.228147,112,112.199093
23.870031,180,112.752723
-28.486954,97,113.067778
-32.729005,143,113.456856
30.740534,117,113.690839
-24.178205,192,114.273099
-15.090233,191,117.219488
-3.636113,150,117.71989
-20.465394,188,118.16534
-52.381003,175,118.800133
-171.072813,221,119.297831
-64.904043,277,121.823479
0.83846,213,122.304513
93.762695,1000,126.732364
99.837366,1000,131.68195
-2.463461,180,132.066468
-38.634145,216,132.716678
-14.407104,1000,137.163124
-55.165468,193,137.545059
-10.977294,140,137.846081
22.33967,238,140.74483
14.74779,1000,145.10455
-47.394416,312,146.002389
-9.894612,249,146.487566
-67.094424,253,146.927771
-2.451835,185,148.854074
-75.316671,408,149.82812
-36.471241,270,150.511074
-8.158652,167,150.917629
18.721895,268,153.244613
-43.928309,159,153.565098
35.794663,218,153.981336
-181.038298,333,154.665633
113.900625,1000,158.878919
-108.13326,245,161.094578
-150.924069,329,161.926391
-21.534084,1000,166.626265
31.571832,256,167.357409
-23.584713,311,168.140131
107.204408,1000,173.255112
135.924829,1000,181.01952
5.946228,1000,188.190374
85.681129,1000,197.673377
-42.317712,264,201.750971
-139.185363,419,202.755841
106.820129,1000,208.939079
-64.123812,322,209.840189
-102.569886,440,212.898809
-143.353692,454,214.272583
-17.575526,377,218.38728
80.322248,1000,224.471769
73.969418,1000,229.86344
71.081793,1000,235.855738
-44.029117,469,237.077471
-56.842765,482,239.233937
85.938831,1000,245.216518
75.88183,1000,251.020382
103.628906,1000,255.69635
-53.027005,414,258.54503
-21.209524,456,259.444577
78.95009,1000,263.691069
105.749416,1000,268.284869
-27.565863,589,271.2492
-86.63822,548,272.480027
43.94184,1000,276.531941
113.808388,1000,280.94497
54.913027,1000,285.131263
-79.708485,389,287.685938
82.540809,1000,292.192202
120.441662,1000,296.219362
99.660797,1000,299.941965
147.695773,1000,303.880341
130.217261,1000,306.232005
38.357488,293,308.80124
124.691415,1000,313.718213
112.256168,1000,317.797377
114.508083,1000,321.653218
133.28913,1000,325.746568
136.013959,1000,330.401267
127.952903,1000,334.575684
133.532664,1000,338.432426
143.040997,1000,342.678907
109.233351,1000,347.077301
15.654091,319,347.702603
168.40518,1000,352.314136
129.581878,1000,357.05056
109.498791,1000,361.244114
169.941065,1000,365.616388
147.662844,1000,370.735372
98.814957,1000,375.450094
140.919479,1000,380.153566
125.922778,1000,384.12424
124.66758,1000,388.616669
104.535848,1000,393.03714
112.314634,1000,398.168787
157.510631,1000,403.206947
150.020083,1000,409.223371
121.203854,1000,415.630756
164.541378,1000,421.822073
153.545737,1000,424.45605
177.556229,1000,431.66439
127.163503,1000,438.03303
164.732825,1000,444.234596
122.880856,1000,450.55397
170.769208,1000,456.264149
184.946436,1000,461.820913
50.409499,273,464.781319
150.420996,1000,470.320249
158.258141,1000,475.543797
122.169351,1000,481.644095
138.940968,1000,487.233359
165.85053,1000,490.411585
174.621162,1000,496.262171
176.505879,1000,502.37214
163.430678,1000,508.190337
171.727369,1000,514.394762
145.69905,1000,520.662272
131.326033,1000,526.542773
142.25987,1000,531.931706
154.508562,1000,537.271964
110.895677,1000,541.423722
158.308113,1000,545.541033
155.492854,1000,549.884237
128.853011,1000,554.178167
143.417586,1000,558.097819
108.723242,1000,562.11753
137.256281,1000,566.282334
135.798762,1000,570.810171
129.069847,1000,575.786711
157.858396,1000,579.881346
116.224904,1000,584.60882
128.801089,1000,588.988993
139.295771,1000,594.152979
145.398202,1000,601.279484
151.674877,1000,607.65965
134.105469,1000,612.05304
155.890119,1000,616.44651
118.687238,1000,622.046523
136.508187,1000,626.896304
111.243852,1000,631.536799
138.836155,1000,635.531822
109.544588,1000,639.596975
127.86375,1000,643.959161
160.757497,1000,648.326503
166.270223,1000,652.210171
150.253129,1000,656.522004
146.338625,1000,661.060894
170.401862,1000,665.129001
113.49424,1000,671.019506
176.179256,1000,681.164822
240.456244,533,683.022089
269.884639,851,687.801882
262.572174,724,691.7495
276.007109,588,693.381101
265.255906,568,696.622991
255.025533,417,697.530444
247.288167,552,700.885748
139.620828,1000,704.960077
222.431579,348,705.609556
241.118885,368,706.285911
279.842387,359,709.163145
241.024519,364,709.910769
279.394457,392,712.232513
58.244783,298,712.830301
251.954696,455,713.860365
224.613225,349,716.522369
277.067944,361,717.185307
241.163199,355,717.875375
231.774262,399,720.625963
240.165248,381,721.376344
279.858233,336,722.019212
260.553759,400,724.485494
25.775629,294,725.166217
260.994861,340,725.993207
253.106142,346,728.118489
257.902149,421,728.9075
255.915568,408,732.050133
256.965189,377,732.796223
270.83971,397,733.583988
251.131125,335,735.91576
273.80656,361,736.850517
242.175228,391,737.616029
272.68866,428,739.944834
233.234702,373,740.662794
250.765116,356,741.534966
218.983194,337,743.912706
279.541072,314,744.510139
231.556701,336,745.151341
255.287562,828,748.606119
146.021215,1000,752.315197
134.408451,1000,755.994737
160.037679,1000,759.75876
270.307574,595,762.54075
132.743365,1000,766.364991
132.514656,1000,770.23104
261.672356,569,771.320743
237.621332,370,773.752609
112.458209,1000,777.506239
216.092774,454,778.351775
254.640661,490,781.415606
220.747033,631,782.658571
259.004625,439,785.090831
243.0523,416,786.017271
138.555181,1000,790.242916
282.722814,385,791.130427
214.614848,317,793.982886
238.721246,362,794.694314
241.51024,374,795.399093
262.569423,398,798.114662
272.985504,389,798.936013
242.460381,430,801.352909
255.980553,505,802.487564
244.50241,358,803.360739
218.152412,360,805.586101
274.763026,391,806.322992
252.254973,362,806.977214
263.291949,377,809.775085
278.458903,416,810.611898
267.67137,333,812.987132
269.590844,392,814.137425
249.465599,397,815.188292
236.075084,408,817.716437
231.496969,393,818.536272
239.818587,461,821.655244
273.333136,410,822.586569
250.297721,353,823.364495
276.761624,326,827.358245
269.302716,352,829.290255
257.733664,378,830.613084
254.205909,367,835.920326
259.637025,559,837.375384
282.141656,390,840.326945
248.67972,381,841.366019
228.465206,390,842.192614
261.874625,509,844.972033
236.120541,364,845.935061
262.622793,412,848.781059
249.785703,359,849.552966
237.568667,435,850.39566
275.840212,451,853.707052
253.913844,325,854.341957
295.85607,379,857.080572
243.781242,369,857.926497
275.165311,396,858.689985
258.895574,378,860.943529
257.137857,369,861.703817
227.455381,368,862.548789
215.511009,381,865.016584
291.667678,331,865.642226
285.112457,351,866.300166
271.500968,315,868.874316
255.939951,386,869.574536
248.073539,355,870.22296
250.022672,333,872.375965
285.61175,357,873.195457
237.598416,363,873.977767
287.221799,335,876.348714
270.42037,334,877.063791
122.103134,1000,881.922793
246.973131,431,885.989082
260.578139,357,887.081741
271.115602,361,888.694347
271.523344,408,894.535371
248.172842,373,895.727634
21.353727,245,896.65214
245.076376,431,899.87294
256.761373,365,900.692757
238.087287,317,901.52067
264.163749,334,904.390198
231.026283,330,905.655416
259.945053,342,906.523933
265.61559,360,909.590613
249.861428,387,910.448482
291.316681,383,911.282534
236.089279,398,914.581871
285.139097,316,915.187167
21.305053,282,915.828105
218.344463,313,918.542265
216.582008,344,919.557441
21.073596,269,920.14632
282.282903,365,922.478763
256.087659,385,923.273629
53.083451,246,923.901864
278.853045,359,926.424938
224.679374,353,927.107576
226.425599,365,927.87816
285.168622,325,930.74281
226.121675,421,931.576914
222.073146,369,932.381531
60.445009,282,935.562704
248.761059,351,936.736498
287.888436,334,937.66854
251.014598,355,940.235547
251.447112,381,941.422637
257.328774,429,942.438771
275.214967,349,944.989611
238.827801,365,945.918408
269.857642,368,949.962779
226.349253,359,951.011026
252.860927,370,952.371377
246.319307,375,957.227739
247.471444,387,958.761555
282.392435,384,960.655118
268.393945,351,965.635291
280.596803,338,967.374473
226.159978,371,968.625408
232.120459,355,975.61348
60.289422,284,976.789643
281.420731,415,978.491204
13.707555,298,982.462498
225.614295,361,983.963399
255.651858,448,990.043999
277.075831,414,991.78547
253.953706,368,993.167348
239.171548,370,996.174195
241.332115,407,997.638173
265.463754,365,999.795468
242.573555,369,1004.414003
243.00101,416,1005.427163
265.962885,310,1006.115008
234.247177,373,1010.359899
265.617932,341,1011.208756
223.98329,351,1015.65217
274.166638,414,1016.834487
274.67345,322,1017.544575
268.280096,352,1020.340298
261.642057,365,1021.147823
248.601995,363,1022.667745
267.425714,366,1025.65136
237.215082,408,1026.989631
273.17244,347,1028.374607
278.937719,378,1030.63481
253.47118,378,1031.331083
238.075313,343,1031.97636
119.245265,1000,1036.367341
249.731645,373,1038.841819
270.178743,312,1039.621912
240.968615,325,1040.269992
264.947672,351,1043.043917
259.423496,360,1044.229155
244.90486,374,1045.436051
289.874909,297,1047.855772
251.696327,318,1048.756075
224.983527,333,1049.676236
263.159185,355,1052.73346
268.899358,316,1053.956439
248.05306,374,1055.258131
282.296626,334,1058.020444
241.679231,316,1059.568429
254.437486,325,1061.095044
244.746558,339,1064.46269
254.194149,364,1065.916384
290.941782,340,1067.436076
262.187755,334,1070.80956
265.343502,305,1071.434683
275.171136,370,1072.213713
271.695835,393,1074.667179
220.311694,344,1075.338872
255.659908,315,1075.939732
281.502236,320,1078.398796
259.888933,404,1079.404572
287.508218,357,1080.136193
260.681991,323,1082.496715
242.165199,348,1083.166404
256.650342,341,1084.051192
247.957125,300,1086.564092
23.23804,262,1087.04922
280.876984,286,1087.573521
274.94515,301,1090.179535
247.443871,294,1090.750564
3.416349,233,1091.291515
281.883387,356,1092.047846
27.06571,251,1094.262519
248.352568,296,1094.902013
269.508133,327,1095.480159
238.846563,319,1097.729116
252.246076,351,1098.384859
285.713732,314,1099.002086
255.03402,311,1101.543249
271.296077,354,1102.235166
254.607785,315,1102.855159
262.41599,421,1105.255958
59.96642,262,1105.773643
265.514186,294,1106.313718
281.908927,289,1106.875968
283.988001,296,1109.577545
274.011002,285,1110.352079
267.091974,335,1111.057533
263.073247,306,1113.389323
255.074768,278,1113.95927
241.893115,314,1114.543295
262.168152,282,1115.109339
228.284338,294,1117.339278
261.413694,345,1117.971161
245.513013,279,1118.614679
301.589439,346,1120.889041
249.338809,318,1121.582534
232.722562,304,1122.195876
303.316298,276,1124.497738
255.015696,340,1125.1264
277.045972,314,1125.681426
278.387333,299,1127.833222
248.642686,285,1128.438893
257.922971,296,1129.021962
254.572636,332,1129.702999
270.134526,298,1132.189912
247.239873,286,1132.838018
264.305404,314,1133.528002
277.676417,296,1135.790437
281.348786,312,1136.449339
279.605707,265,1137.019201
270.006472,315,1137.965513
295.217396,324,1143.01878
231.563523,313,1144.078981
253.116535,333,1145.225532
266.257274,296,1148.801694
259.646547,311,1149.836747
264.777948,345,1151.355338
257.047651,326,1154.143494
267.531862,325,1154.795982
283.174753,411,1155.552831
286.943122,318,1158.718872
255.88489,301,1159.28859
223.116371,415,1160.055066
265.664524,311,1162.390733
241.358232,318,1163.213398
306.280654,267,1163.778667
71.758959,226,1164.410007
264.040495,265,1166.60216
276.584451,304,1167.322696
260.45379,324,1168.043247
270.842997,285,1170.321106
302.352871,300,1170.876217
284.366657,387,1171.575505
264.647817,324,1174.405638
275.48352,278,1175.029051
289.342109,314,1175.636947
65.230844,248,1176.083967
297.569892,299,1178.202986
234.031259,298,1178.814687
281.988282,871,1182.239281
273.470921,286,1182.716785
279.212067,289,1183.204878
156.48775,1000,1187.142473
