#{"t_start": 1783432667.5148706, "env_id": "LunarLander-v3"}
r,l,t
-3.224774,217,141.52347
-51.281892,210,142.003803
-1.630852,127,142.287855
-138.98073,267,145.135118
-147.91206,288,145.966051
74.597367,1000,149.494729
89.915341,1000,153.622128
-173.262913,329,154.292484
-46.452896,243,154.764348
-93.667313,354,157.655557
-40.008828,201,158.050685
95.601805,1000,161.991809
117.843689,1000,166.691006
14.157838,301,167.555834
-75.811002,237,168.136515
83.339203,1000,173.247144
2.541688,254,178.171179
-184.001646,217,179.331697
-38.194974,188,179.947765
70.273421,1000,187.009722
111.905583,1000,196.012948
104.825944,1000,202.708594
-101.347034,328,204.044361
65.610015,1000,209.789421
-14.286503,1000,214.630021
86.42531,1000,220.27612
163.986708,630,225.361545
70.552262,1000,230.620488
185.828275,634,232.862152
68.162675,1000,239.581304
101.427297,1000,245.300571
74.449833,1000,251.089761
142.725035,1000,255.773947
-53.774998,500,258.738791
-59.745726,321,259.398753
110.901537,1000,263.629792
-10.612631,389,266.51878
-71.503119,477,267.817401
92.835598,1000,271.807665
130.325435,1000,275.953354
-78.515395,467,276.92856
72.875221,1000,281.290982
-99.285002,488,284.300455
107.648805,1000,288.306432
78.792296,1000,292.678133
119.298487,1000,296.799181
-35.933325,269,297.364901
-36.667387,384,298.068319
134.352926,1000,302.188985
158.398576,1000,305.921756
100.342147,1000,310.25385
160.467197,1000,314.944542
147.514197,1000,319.287077
138.977612,1000,323.239043
131.416334,1000,326.99914
144.202898,1000,331.787071
144.584699,1000,335.980019
172.437862,1000,339.989298
122.516795,1000,344.097049
131.322775,1000,348.402457
125.847365,1000,353.023305
109.839442,1000,357.875334
160.457694,1000,362.297869
107.542472,1000,366.449069
145.956279,1000,371.387023
28.918238,253,372.00255
32.534616,214,375.006267
171.498385,1000,377.201053
115.760799,1000,381.701711
127.405993,1000,386.402663
126.670129,1000,390.84497
116.647112,1000,395.477704
160.802702,1000,400.017624
154.280756,1000,404.844921
162.427464,1000,412.829503
113.573942,1000,417.510638
178.508814,1000,423.893109
147.378438,1000,430.807442
147.775526,1000,437.322896
123.853233,1000,443.59518
176.965458,1000,449.644887
137.920453,1000,455.357475
134.619739,1000,461.003872
45.049949,276,461.982558
158.409726,1000,467.572119
172.535027,1000,472.150534
123.53659,1000,478.383887
161.33978,1000,483.905944
25.147711,270,487.375978
129.30768,1000,493.071674
19.022989,270,493.788403
134.882765,1000,499.88597
136.344387,1000,505.6617
171.282386,1000,511.325287
160.228932,1000,517.8025
160.845703,1000,524.471088
116.308601,1000,529.939304
158.607247,1000,535.005585
47.706361,288,535.965259
132.940559,1000,540.299877
34.952793,283,541.171212
126.177997,1000,545.069884
153.52029,1000,549.65756
94.704335,1000,553.962883
130.362516,1000,557.782655
146.706676,1000,561.791426
10.155941,348,562.77235
154.308404,1000,566.758212
161.476552,1000,571.314316
93.456673,1000,576.345892
140.64488,1000,580.603936
163.210914,1000,585.204057
141.602327,1000,589.44363
52.588124,330,593.078703
158.509549,1000,599.865162
109.104507,1000,606.468503
149.691653,1000,610.975042
140.359824,1000,613.686567
178.347559,1000,617.609205
163.926203,1000,623.797189
151.53903,1000,627.99647
122.29796,1000,632.798291
139.100847,1000,637.025954
167.012012,1000,640.855707
150.686881,1000,645.289495
158.753474,1000,649.392818
167.29409,1000,653.895371
144.611727,1000,658.120627
129.798026,1000,662.181647
33.740591,284,664.802757
240.965451,952,667.33892
239.344458,444,673.10905
243.829751,811,681.394979
232.815003,879,686.50346
118.623504,1000,689.270823
252.804461,522,692.863046
253.549478,399,693.733236
266.827196,770,697.411899
280.461956,402,700.30561
239.649684,405,701.296504
38.462624,319,702.196586
251.283242,669,705.309627
263.90005,419,706.081928
268.321,389,708.974728
241.517568,406,709.837738
258.717937,376,710.543767
-9.089935,296,712.692967
62.441384,285,713.39311
231.908915,342,714.251586
287.45925,334,716.736203
267.717561,344,717.37017
253.813534,356,718.02582
-7.51513,274,720.539123
279.093762,382,721.292506
266.853244,405,722.084058
30.615207,295,724.35195
279.065361,334,725.103542
279.195764,329,725.898694
277.322097,329,728.01174
74.488078,1000,732.258862
282.791596,310,732.902712
294.4671,372,733.6187
213.041865,390,736.106627
241.011412,422,737.136142
234.879776,396,737.880213
239.804295,387,740.137814
272.092917,304,740.775894
223.548674,348,741.584269
282.701917,345,743.970334
277.366298,367,744.679437
287.512993,309,745.261615
264.003497,543,748.166174
290.530016,289,748.723185
270.494469,791,751.988917
174.515675,1000,755.694813
144.699079,1000,759.497268
187.024693,1000,763.109182
147.808455,1000,766.880241
-5.230214,269,767.390298
-14.660799,266,769.712698
243.848273,403,770.580808
168.132615,1000,774.353157
263.574001,864,777.723123
240.748359,441,778.535246
231.765639,450,781.555539
234.507274,457,782.46716
229.939632,413,783.25263
257.482032,360,785.614122
270.606381,402,786.510688
26.523525,284,787.615582
223.670375,505,790.249363
264.366437,342,791.036116
277.519684,329,793.92712
266.677272,316,794.56048
273.828184,362,795.241595
134.403141,1000,799.195884
275.997695,445,801.618208
111.073165,1000,805.438236
244.546592,391,806.166577
254.993673,342,806.795229
238.792259,348,809.531754
257.293665,320,810.153449
231.386805,361,810.883928
218.994171,346,813.353597
222.002015,363,814.650783
276.585388,374,815.384694
222.666342,348,817.785969
254.625977,358,818.535767
262.904843,347,819.365191
258.004922,387,822.236578
267.160082,321,823.003438
243.472947,402,826.735257
233.034567,330,828.847838
287.383707,367,830.21595
255.551549,372,835.611792
255.534848,344,836.587712
290.227902,451,837.720899
267.563649,430,840.904735
296.186962,364,841.668264
250.170879,386,844.173031
254.033031,405,845.055715
289.800756,468,846.323383
269.132127,455,849.192254
245.608857,439,850.038464
249.698033,367,853.133898
269.463651,420,854.030953
242.379269,375,854.747546
286.434425,372,857.622049
76.590062,252,858.08306
257.255981,360,858.786927
272.295944,390,861.058789
232.956606,365,861.861427
214.495121,324,862.576052
255.331563,338,864.959026
272.097568,377,865.668249
55.422805,296,866.229029
245.244082,367,868.904006
288.933475,418,869.656521
239.179068,308,870.216984
276.652739,331,872.369356
271.382098,364,873.202432
286.804188,350,873.950848
238.806971,320,876.296826
260.223053,328,876.990211
295.524177,302,877.696876
251.801763,360,880.984689
289.720497,327,881.8381
59.108909,261,882.364834
234.04723,381,886.402529
276.047047,312,887.476759
254.395549,349,889.236689
251.960152,397,894.774086
226.666849,328,895.939945
230.875209,348,897.222044
254.260525,383,900.150588
267.703401,372,900.954617
244.77126,332,901.821217
157.547961,1000,906.849486
-20.644647,227,909.576031
274.268823,332,910.3246
242.54466,361,911.080427
221.373174,429,914.482859
282.861231,362,915.168983
248.019032,375,916.079394
261.667277,362,918.871012
246.679133,375,919.927658
261.745379,405,922.353331
73.470802,242,922.808306
244.052346,338,923.616572
254.192542,373,926.188908
257.994639,361,926.949323
294.478392,319,927.585258
281.039961,332,930.452694
262.48351,354,931.163024
268.217112,330,931.867503
254.283204,339,935.062759
264.684365,412,936.395742
225.924128,374,937.490922
264.86407,357,939.98937
285.820286,367,941.149826
268.390655,344,942.052982
231.299955,357,944.58147
250.504952,339,945.408584
245.883574,366,946.437321
251.720861,381,950.561229
260.312725,436,951.959722
246.266413,377,956.829272
290.998103,380,958.061979
239.670844,372,960.121585
283.497041,367,964.66362
282.576819,414,967.26879
291.255597,356,968.465216
259.768491,368,975.481975
247.386981,355,976.958242
260.910685,315,978.243433
258.179115,350,982.413222
260.33371,503,984.942476
239.780414,415,990.507175
254.482247,368,991.952
270.882337,417,993.476648
271.703983,323,996.304949
289.150469,372,997.686661
261.730536,399,999.970301
275.278231,313,1004.400716
272.943096,353,1005.261934
254.544584,411,1006.189917
39.819035,284,1010.229761
230.421921,378,1011.164029
260.734285,391,1015.708074
286.278251,380,1016.805691
260.555548,418,1017.70934
283.426893,363,1020.606047
287.918963,308,1021.244394
222.766573,351,1022.7757
249.756336,396,1025.789448
284.541618,360,1027.023477
284.37431,328,1028.351219
248.340412,363,1030.586327
133.76773,1000,1034.647764
275.358495,339,1035.324494
239.147872,313,1036.177814
205.159304,331,1038.565793
96.57351,1000,1042.791356
274.171881,444,1044.012738
292.973483,373,1045.359108
240.892212,304,1047.75144
256.483828,356,1048.764942
217.889254,303,1049.599443
280.994407,347,1052.614239
1.581433,273,1053.524007
245.29251,333,1054.747837
268.251777,320,1057.553469
227.139714,338,1058.77077
280.276805,304,1060.529307
248.367299,286,1063.871348
270.257356,337,1065.143293
286.901189,323,1066.355342
236.761803,324,1067.716807
266.806302,337,1070.997651
289.197274,367,1071.766996
265.767188,309,1072.423001
242.015814,345,1074.771719
268.037363,306,1075.368062
227.141247,303,1075.941734
259.665008,300,1078.319528
256.927013,317,1079.169888
244.478084,356,1079.946208
289.539739,324,1082.278177
262.952769,319,1082.894254
257.917067,323,1083.61799
251.473177,323,1086.32943
260.449304,307,1086.887998
41.151271,261,1087.371352
26.222262,256,1087.917532
234.16549,267,1090.413993
248.962557,315,1091.096714
266.064097,309,1091.742198
233.616973,302,1094.065719
266.403866,329,1094.786577
295.480397,254,1095.235178
244.252669,286,1095.748769
268.160257,289,1097.96295
293.264647,303,1098.526253
286.238527,354,1099.244494
248.408144,308,1101.76121
30.947021,259,1102.283514
234.091517,309,1102.879075
271.500531,273,1103.365302
254.062962,349,1105.666165
221.498434,305,1106.234381
256.234864,319,1106.852079
289.716815,295,1109.544722
283.43803,310,1110.3901
256.167958,318,1111.042708
235.934125,290,1113.346706
246.63981,306,1113.97296
289.904403,271,1114.475066
286.44063,298,1115.071555
280.044757,358,1117.429806
244.374756,328,1118.039907
238.0246,291,1118.686209
236.736352,325,1120.928644
236.732323,278,1121.529899
270.116034,362,1122.275101
254.692896,283,1124.583987
261.1048,327,1125.18071
270.249143,336,1125.774116
291.231017,305,1127.943143
284.121811,281,1128.558078
256.016693,307,1129.139356
273.805118,279,1129.730344
294.262397,272,1132.165515
263.143071,290,1132.7973
219.106163,326,1133.533199
241.788822,298,1135.800013
288.072417,322,1136.473605
301.121708,297,1137.120614
281.634305,381,1142.26729
247.613359,329,1143.393133
271.631028,320,1144.574622
173.312251,1000,1150.742399
297.729293,309,1151.856275
234.040105,292,1154.357512
266.635106,296,1154.963228
299.615423,297,1155.503446
285.619284,328,1158.682564
238.308914,304,1159.254287
239.566713,310,1159.828843
275.044229,283,1162.076639
274.496273,358,1162.975568
250.668164,276,1163.542247
254.610075,345,1164.453853
250.188602,292,1166.68616
278.930368,352,1167.530658
252.169074,345,1168.315727
227.105058,289,1170.516429
248.610873,284,1171.044016
290.689287,367,1171.731359
240.061408,334,1174.65095
288.847224,329,1175.321626
276.544815,288,1175.854334
262.712454,257,1177.796073
246.240031,342,1178.58215
257.100166,291,1179.173246
303.536537,356,1181.56401
300.12895,319,1182.172263
264.185897,274,1182.643414
258.376455,284,1183.115025
244.704914,294,1185.772389
261.458642,291,1186.327089
289.002834,253,1186.773051
82.983075,273,1187.245057
