env,method,role,run,unit,seed,sample,iteration,score,score_std,score_min,score_max,episode_length,eval_episodes,threshold,solved,best_so_far,solved_so_far,skeleton,decision,reward_version,path
env_001,DERES,main,runs/env_001/paper_v4,seed_0,0.0,,3,-26.298514976883364,65.71606004412952,-157.1008790478279,157.42087040503935,951.0,20,200.0,False,-26.298514976883364,False,fuel_penalty + landing_reward + proximity,new_best,reward_v3,runs/env_001/paper_v4/seed_0/iter_03
env_001,DERES,main,runs/env_001/paper_v4,seed_0,0.0,,4,-120.26549515621325,14.005257863646744,-147.38257688974687,-96.18150987984643,68.35,20,200.0,False,-26.298514976883364,False,fuel_penalty + landing_reward + proximity,no_meaningful_improvement,reward_v4,runs/env_001/paper_v4/seed_0/iter_04
env_001,DERES,main,runs/env_001/paper_v4,seed_0,0.0,,5,-123.86389343493366,13.77563537134466,-151.3350033926734,-103.38855564788554,68.3,20,200.0,False,-26.298514976883364,False,approach_improvement + contact_event + fuel_penalty + progress_delta,no_meaningful_improvement,reward_v5,runs/env_001/paper_v4/seed_0/iter_05
env_001,DERES,main,runs/env_001/paper_v4,seed_0,0.0,,6,-18.279889090169373,23.870036773355928,-45.84039298670209,57.30713135612271,911.6,20,200.0,False,-18.279889090169373,False,descent_safety + fuel_penalty + safe_proximity + stable_landed + touchdown_bonus,new_best,reward_v6,runs/env_001/paper_v4/seed_0/iter_06
env_001,DERES,main,runs/env_001/paper_v4,seed_0,0.0,,7,-388.6718714271305,58.94185623315202,-499.6541455189774,-304.7087000133337,109.5,20,200.0,False,-18.279889090169373,False,approach_shaping + descent_safety + fuel_penalty + stable_landed + touchdown_bonus,no_meaningful_improvement,reward_v7,runs/env_001/paper_v4/seed_0/iter_07
env_001,DERES,main,runs/env_001/paper_v4,seed_0,0.0,,8,224.20887631076044,58.70352668326532,18.63180386840419,279.1041206464413,437.1,20,200.0,True,224.20887631076044,True,descent_safety + fuel_penalty + landing_proximity + stable_landed + touchdown_bonus,target_solved_new_best,reward_v8,runs/env_001/paper_v4/seed_0/iter_08
env_001,DERES,main,runs/env_001/paper_v4,seed_0,0.0,,9,-611.7641800925197,246.480604355566,-1117.4117636564479,-313.25735718821574,146.9,20,200.0,False,224.20887631076044,True,descent_safety + fuel_penalty + landing_improvement + stable_landed + touchdown_bonus,stop_after_solved_drop_keep_best,reward_v9,runs/env_001/paper_v4/seed_0/iter_09
env_001,DERES,main,runs/env_001/paper_v4,seed_1,1.0,,1,-42.73539638777156,61.37789243839622,-92.66030625484359,152.8378351582552,975.65,20,200.0,False,-42.73539638777156,False,angular_vel_penalty + landing_bonus + shaped_progress,new_best,reward_v1,runs/env_001/paper_v4/seed_1/iter_01
env_001,DERES,main,runs/env_001/paper_v4,seed_1,1.0,,2,-17.878809608976,86.75020784817977,-181.7081593740511,222.06345250630702,759.35,20,200.0,False,-17.878809608976,False,angular_vel_penalty + landing_bonus + shaped_progress,new_best,reward_v2,runs/env_001/paper_v4/seed_1/iter_02
env_001,DERES,main,runs/env_001/paper_v4,seed_1,1.0,,3,27.716997759682357,131.36339078270248,-231.40583308133432,208.20048649059004,495.55,20,200.0,False,27.716997759682357,False,angular_vel_penalty + landing_bonus + shaped_progress,new_best,reward_v3,runs/env_001/paper_v4/seed_1/iter_03
env_001,DERES,main,runs/env_001/paper_v4,seed_1,1.0,,4,-29.475926493011578,19.90889509486906,-66.0901460778405,6.503554161712373,76.95,20,200.0,False,27.716997759682357,False,angular_vel_penalty + landing_bonus + shaped_progress,no_meaningful_improvement,reward_v4,runs/env_001/paper_v4/seed_1/iter_04
env_001,DERES,main,runs/env_001/paper_v4,seed_1,1.0,,5,120.01910001996151,94.13869072494396,19.801820404141992,262.33361881657845,596.9,20,200.0,False,120.01910001996151,False,angular_vel_penalty + landing_bonus + shaped_progress,new_best,reward_v5,runs/env_001/paper_v4/seed_1/iter_05
env_001,DERES,main,runs/env_001/paper_v4,seed_1,1.0,,6,-16.869740843644056,19.517212596414314,-48.401739495647575,21.253825950897806,1000.0,20,200.0,False,120.01910001996151,False,angular_vel_penalty + landing_quality + shaped_progress,no_meaningful_improvement,reward_v6,runs/env_001/paper_v4/seed_1/iter_06
env_001,DERES,main,runs/env_001/paper_v4,seed_1,1.0,,7,24.338936421422332,224.17256752136024,-492.1436586345218,247.18814661842768,575.85,20,200.0,False,120.01910001996151,False,angular_vel_penalty + landing_bonus + shaped_progress,no_meaningful_improvement,reward_v7,runs/env_001/paper_v4/seed_1/iter_07
env_001,DERES,main,runs/env_001/paper_v4,seed_1,1.0,,8,-31.051550437674084,20.906435251838072,-72.22818738905795,12.175978882240159,76.45,20,200.0,False,120.01910001996151,False,angular_vel_penalty + landing_bonus + shaped_progress,unsolved_high_achievement_continue_from_best,reward_v8,runs/env_001/paper_v4/seed_1/iter_08
env_001,DERES,main,runs/env_001/paper_v4,seed_1,1.0,,9,168.3393422135158,70.20946101297298,22.862445973805293,255.48958592653335,657.0,20,200.0,False,168.3393422135158,False,angular_vel_penalty + landing_quality + shaped_progress,new_best,reward_v9,runs/env_001/paper_v4/seed_1/iter_09
env_001,DERES,main,runs/env_001/paper_v4,seed_1,1.0,,10,240.60290701082337,62.27399684562875,-13.715721199342966,287.72276192404104,334.25,20,200.0,True,240.60290701082337,True,angular_vel_penalty + landing_quality_improvement + shaped_progress,target_solved_new_best,reward_v10,runs/env_001/paper_v4/seed_1/iter_10
env_001,DERES,main,runs/env_001/paper_v4,seed_2,2.0,,1,-17.897086696499734,19.877529108764758,-45.375936614146724,21.479453622851555,1000.0,20,200.0,False,-17.897086696499734,False,contact_completion + position_proximity + soft_landing_velocity + stable_orientation,new_best,reward_v1,runs/env_001/paper_v4/seed_2/iter_01
env_001,DERES,main,runs/env_001/paper_v4,seed_2,2.0,,2,220.24200024367673,20.010034716709608,192.1307055480942,265.52155691762596,515.85,20,200.0,True,220.24200024367673,True,contact_completion + position_proximity + soft_landing_velocity + stable_orientation,target_solved_new_best,reward_v2,runs/env_001/paper_v4/seed_2/iter_02
env_001,DERES,main,runs/env_001/paper_v4,seed_2,2.0,,3,107.1445445248514,54.99718823571939,46.09632281579953,216.89706787605536,923.3,20,200.0,False,220.24200024367673,True,contact_completion + position_proximity + soft_landing_velocity + stable_orientation,stop_after_solved_drop_keep_best,reward_v3,runs/env_001/paper_v4/seed_2/iter_03
env_001,DERES,main,runs/env_001/paper_v4,seed_3,3.0,,1,-19.587336508788102,23.50650463407197,-68.52379574844822,18.31642247693584,78.25,20,200.0,False,-19.587336508788102,False,contact_bonus + orientation_penalty + proximity + velocity_penalty,new_best,reward_v1,runs/env_001/paper_v4/seed_3/iter_01
env_001,DERES,main,runs/env_001/paper_v4,seed_3,3.0,,2,147.7093032258377,20.868571763970984,116.94572183621585,180.82395420795132,1000.0,20,200.0,False,147.7093032258377,False,contact_bonus + orientation_penalty + progress + velocity_penalty,new_best,reward_v2,runs/env_001/paper_v4/seed_3/iter_02
env_001,DERES,main,runs/env_001/paper_v4,seed_3,3.0,,3,-15.416144177905542,20.968602946606318,-51.58863508316002,19.512293337685527,1000.0,20,200.0,False,147.7093032258377,False,orientation_penalty + progress + settling_quality + velocity_penalty,no_meaningful_improvement,reward_v3,runs/env_001/paper_v4/seed_3/iter_03
env_001,DERES,main,runs/env_001/paper_v4,seed_3,3.0,,4,253.7068333419911,20.87998912647865,223.58393411546876,288.1900274694282,362.1,20,200.0,True,253.7068333419911,True,landing_reward + orientation_penalty + progress + velocity_penalty,target_solved_new_best,reward_v4,runs/env_001/paper_v4/seed_3/iter_04
env_001,DERES,main,runs/env_001/paper_v4,seed_3,3.0,,5,249.34234151142402,21.250863631365092,216.58905862417902,285.5689979445011,374.85,20,200.0,True,253.7068333419911,True,engine_penalty + landing_reward + orientation_penalty + progress + velocity_penalty,target_solved_no_improvement,reward_v5,runs/env_001/paper_v4/seed_3/iter_05
env_001,DERES,main,runs/env_001/paper_v4,seed_3,3.0,,6,247.20666143345457,44.92855454866785,150.23672759628118,303.323416761865,410.4,20,200.0,True,253.7068333419911,True,engine_penalty + landing_reward + orientation_penalty + progress + velocity_penalty,stop_solved_no_improvement_keep_best,reward_v6,runs/env_001/paper_v4/seed_3/iter_06
env_001,DERES,main,runs/env_001/paper_v4,seed_4,4.0,,1,139.52572526507595,20.261606176967007,110.15435480105567,173.02295344802047,1000.0,20,200.0,False,139.52572526507595,False,fuel_penalty + progress_reward + safe_contact_bonus + stability_penalty,new_best,reward_v1,runs/env_001/paper_v4/seed_4/iter_01
env_001,DERES,main,runs/env_001/paper_v4,seed_4,4.0,,2,114.49926762940962,68.29623814392791,38.47390487264175,267.6783220674221,907.15,20,200.0,False,139.52572526507595,False,fuel_penalty + progress_reward + safe_contact_bonus + stability_penalty,no_meaningful_improvement,reward_v2,runs/env_001/paper_v4/seed_4/iter_02
env_001,DERES,main,runs/env_001/paper_v4,seed_4,4.0,,3,206.13556021005235,58.63446490626405,127.44336043291543,288.92948317553373,681.45,20,200.0,True,206.13556021005235,True,fuel_penalty + progress_reward + safe_contact_reward + stability_penalty,target_solved_new_best,reward_v3,runs/env_001/paper_v4/seed_4/iter_03
env_001,DERES,main,runs/env_001/paper_v4,seed_4,4.0,,4,206.13556021005235,58.63446490626405,127.44336043291543,288.92948317553373,681.45,20,200.0,True,206.13556021005235,True,fuel_penalty + progress_reward + safe_contact_reward + stability_penalty,target_solved_no_improvement,reward_v4,runs/env_001/paper_v4/seed_4/iter_04
env_001,DERES,main,runs/env_001/paper_v4,seed_4,4.0,,5,110.16882565653347,72.3040181807667,-2.4068769990670926,252.97684371020787,834.0,20,200.0,False,206.13556021005235,True,fuel_penalty + progress_reward + safe_contact_reward + stability_penalty,stop_after_solved_drop_keep_best,reward_v5,runs/env_001/paper_v4/seed_4/iter_05
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_0,0.0,,1,-121.65905487384333,14.558493253638517,-151.3350033926734,-97.74342316060651,68.35,20,200.0,False,-121.65905487384333,False,engine_efficiency + orientation_penalty + progress_to_goal + successful_settle_proxy,new_best,reward_v1,runs/env_001/ablation_unconstrained_v4/seed_0/iter_01
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_0,0.0,,2,108.11644338510784,108.67684939635552,-39.17507376383304,241.7169080220355,743.3,20,200.0,False,108.11644338510784,False,distance_penalty + engine_penalty + orientation_penalty + progress_delta + settle_reward + velocity_damping,new_best,reward_v2,runs/env_001/ablation_unconstrained_v4/seed_0/iter_02
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_0,0.0,,3,-121.19826036779428,13.437776531381767,-145.3258776886254,-96.93907753953232,68.4,20,200.0,False,108.11644338510784,False,distance_penalty + engine_penalty + orientation_penalty + progress_delta + settle_delta + velocity_damping,no_meaningful_improvement,reward_v3,runs/env_001/ablation_unconstrained_v4/seed_0/iter_03
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_0,0.0,,4,14.056370484298556,149.51835295740474,-142.5301341269021,285.5302173746719,264.1,20,200.0,False,108.11644338510784,False,distance_penalty + engine_penalty + landing_bonus + orientation_penalty + progress_delta + settle_reward,no_meaningful_improvement,reward_v4,runs/env_001/ablation_unconstrained_v4/seed_0/iter_04
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_0,0.0,,5,-117.74670977333426,13.040202559239773,-143.38647287914048,-95.65844378224372,68.35,20,200.0,False,108.11644338510784,False,distance_penalty + engine_penalty + landing_reward + orientation_penalty + progress_delta + velocity_damping,unsolved_high_achievement_continue_from_best,reward_v5,runs/env_001/ablation_unconstrained_v4/seed_0/iter_05
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_0,0.0,,6,16.49308033985498,34.80377527955192,-34.95782785256,92.66823177242043,1000.0,20,200.0,False,108.11644338510784,False,distance_penalty + engine_penalty + orientation_penalty + progress_delta + proximity_reward + stable_landing_bonus,no_meaningful_improvement,reward_v6,runs/env_001/ablation_unconstrained_v4/seed_0/iter_06
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_0,0.0,,7,16.49308033985498,34.80377527955192,-34.95782785256,92.66823177242043,1000.0,20,200.0,False,108.11644338510784,False,distance_penalty + engine_penalty + orientation_penalty + progress_delta + proximity_reward + stable_landing_bonus,no_meaningful_improvement,reward_v7,runs/env_001/ablation_unconstrained_v4/seed_0/iter_07
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_0,0.0,,8,-115.08171269295072,10.829831493462644,-140.07617464217574,-93.97358567145544,68.45,20,200.0,False,108.11644338510784,False,distance_penalty + engine_penalty + orientation_penalty + progress_delta + stable_landing_bonus + velocity_damping,unsolved_high_achievement_continue_from_best,reward_v8,runs/env_001/ablation_unconstrained_v4/seed_0/iter_08
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_0,0.0,,9,-115.08171269295072,10.829831493462644,-140.07617464217574,-93.97358567145544,68.45,20,200.0,False,108.11644338510784,False,distance_penalty + engine_penalty + orientation_penalty + progress_delta + stable_landing_bonus + velocity_damping,no_meaningful_improvement,reward_v9,runs/env_001/ablation_unconstrained_v4/seed_0/iter_09
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_0,0.0,,10,169.90251503534597,97.83899801430012,-25.144351367925083,269.51963484757636,411.65,20,200.0,False,169.90251503534597,False,distance_penalty + engine_penalty + orientation_penalty + progress_delta + settle_reward + speed_penalty,new_best,reward_v10,runs/env_001/ablation_unconstrained_v4/seed_0/iter_10
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_1,1.0,,1,-107.52041789837209,16.024598924118916,-137.61052231277472,-64.68026980705605,91.2,20,200.0,False,-107.52041789837209,False,distance_progress + posture_penalty + soft_landing_bonus,new_best,reward_v1,runs/env_001/ablation_unconstrained_v4/seed_1/iter_01
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_1,1.0,,2,-40.47259689268989,39.203525662051774,-152.5863511558383,10.424743398386362,983.3,20,200.0,False,-40.47259689268989,False,angle_global + angle_near + angvel_global + angvel_near + contact_reward + distance_progress,new_best,reward_v2,runs/env_001/ablation_unconstrained_v4/seed_1/iter_02
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_1,1.0,,3,-62.67204949720242,23.617516284639674,-91.88932803875538,-15.928719526646116,979.9,20,200.0,False,-40.47259689268989,False,angle_penalty + angvel_penalty + contact_reward + distance_progress + landing_bonus + speed_penalty,no_meaningful_improvement,reward_v3,runs/env_001/ablation_unconstrained_v4/seed_1/iter_03
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_1,1.0,,4,130.63638445156158,91.13960187393685,-90.28124547199977,201.27922680386888,647.8,20,200.0,False,130.63638445156158,False,angle_penalty + angvel_penalty + contact_reward + distance_progress + landing_bonus,new_best,reward_v4,runs/env_001/ablation_unconstrained_v4/seed_1/iter_04
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_1,1.0,,5,-119.29828125588992,64.788251486334,-225.75791259955713,-25.729279787006035,876.5,20,200.0,False,130.63638445156158,False,alive_penalty + angle_penalty + angvel_penalty + contact_reward + distance_progress + landing_bonus,no_meaningful_improvement,reward_v5,runs/env_001/ablation_unconstrained_v4/seed_1/iter_05
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_1,1.0,,6,-63.65955867740881,21.25387027002275,-93.2688244303532,-22.954315620658914,1000.0,20,200.0,False,130.63638445156158,False,angle_penalty + angvel_penalty + contact_reward + distance_progress + landing_bonus,no_meaningful_improvement,reward_v6,runs/env_001/ablation_unconstrained_v4/seed_1/iter_06
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_1,1.0,,7,-141.9601832774351,46.385053473770164,-219.56664447843153,36.226114571948756,68.65,20,200.0,False,130.63638445156158,False,altitude_penalty + angle_penalty + angvel_penalty + contact_reward + distance_progress + fuel_penalty,unsolved_high_achievement_continue_from_best,reward_v7,runs/env_001/ablation_unconstrained_v4/seed_1/iter_07
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_2,2.0,,1,-111.84332495587621,11.991262585051464,-129.7057268388258,-78.93329196449965,68.5,20,200.0,False,-111.84332495587621,False,contact_establishment + goal_proximity + soft_landing_stabilization + upright_attitude,new_best,reward_v1,runs/env_001/ablation_unconstrained_v4/seed_2/iter_01
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_2,2.0,,2,-21.247497033269013,19.08615572497592,-51.40792428156347,18.19947844479177,1000.0,20,200.0,False,-21.247497033269013,False,att_penalty + contact_bonus + horizontal_penalty + progress + vel_penalty,new_best,reward_v2,runs/env_001/ablation_unconstrained_v4/seed_2/iter_02
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_2,2.0,,3,71.06029124030454,50.33442117490624,17.969578350531606,176.793787020906,977.6,20,200.0,False,71.06029124030454,False,alignment + att_penalty + contact_reward + height_near_reward + horizontal_penalty + progress,new_best,reward_v3,runs/env_001/ablation_unconstrained_v4/seed_2/iter_03
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_2,2.0,,4,-8.161177614737662,18.439662168049406,-32.04332445760054,26.80364730398011,1000.0,20,200.0,False,71.06029124030454,False,alignment + any_contact_reward + att_penalty + height_near_reward + progress + stable_contact_reward,no_meaningful_improvement,reward_v4,runs/env_001/ablation_unconstrained_v4/seed_2/iter_04
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_2,2.0,,5,-69.72758948116221,51.33166222703513,-191.36884116019314,-7.954587968078679,937.95,20,200.0,False,71.06029124030454,False,alignment + any_contact_reward + att_penalty + height_near_reward + horizontal_penalty + progress,no_meaningful_improvement,reward_v5,runs/env_001/ablation_unconstrained_v4/seed_2/iter_05
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_2,2.0,,6,-139.00547591421275,73.3742886287479,-211.55663813355721,126.30347869414848,536.45,20,200.0,False,71.06029124030454,False,alignment + any_contact_reward + att_penalty + height_near_reward + horizontal_penalty + progress,unsolved_high_achievement_continue_from_best,reward_v6,runs/env_001/ablation_unconstrained_v4/seed_2/iter_06
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_2,2.0,,7,-119.59890817098685,76.97129989767795,-211.46519948421016,115.34515819891139,685.75,20,200.0,False,71.06029124030454,False,alignment + angvel_penalty + att_penalty + contact_reward + down_penalty + height_near,no_meaningful_improvement,reward_v7,runs/env_001/ablation_unconstrained_v4/seed_2/iter_07
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_2,2.0,,8,-24.742654392349543,18.81985413734695,-61.030076867941474,2.834371128076393,1000.0,20,200.0,False,71.06029124030454,False,alignment + angvel_penalty + att_penalty + contact_reward + down_penalty + height_near,no_meaningful_improvement,reward_v8,runs/env_001/ablation_unconstrained_v4/seed_2/iter_08
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_2,2.0,,9,-205.03644621502198,53.33411790121715,-297.06030540825896,-125.51856225012253,785.85,20,200.0,False,71.06029124030454,False,alignment + angvel_penalty + att_penalty + contact_reward + descend_vel + down_penalty,unsolved_high_achievement_continue_from_best,reward_v9,runs/env_001/ablation_unconstrained_v4/seed_2/iter_09
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_2,2.0,,10,-296.3401997271077,49.383782165687954,-366.48874915554165,-138.89432179730662,494.25,20,200.0,False,71.06029124030454,False,alignment + angvel_penalty + att_penalty + contact_reward + height_reward + lat_penalty,no_meaningful_improvement,reward_v10,runs/env_001/ablation_unconstrained_v4/seed_2/iter_10
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_3,3.0,,1,-10.164050177467391,19.72628272927783,-46.292798721009916,26.24793665353582,1000.0,20,200.0,False,-10.164050177467391,False,contact_reward + gated_goal_reward,new_best,reward_v1,runs/env_001/ablation_unconstrained_v4/seed_3/iter_01
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_3,3.0,,2,-63.80576294738125,21.13535245074935,-97.52006599812573,-25.16310811710752,1000.0,20,200.0,False,-10.164050177467391,False,contact_bonus + engine_penalty + gated_goal + height_reward,no_meaningful_improvement,reward_v2,runs/env_001/ablation_unconstrained_v4/seed_3/iter_02
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_3,3.0,,3,-20.70376266618575,18.239416978480918,-55.16112063186185,16.171572959586044,1000.0,20,200.0,False,-10.164050177467391,False,contact_reward + engine_penalty + goal_reward + height_reward + landing_bonus,no_meaningful_improvement,reward_v3,runs/env_001/ablation_unconstrained_v4/seed_3/iter_03
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_3,3.0,,4,-123.19139325840659,60.92590973682962,-197.50424568046452,56.35722029138671,80.1,20,200.0,False,-10.164050177467391,False,contact_reward + descent_reward + engine_penalty + landing_bonus,unsolved_stagnation_fresh_restart,reward_v4,runs/env_001/ablation_unconstrained_v4/seed_3/iter_04
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_3,3.0,,5,-104.18774066684443,10.117393254428269,-118.92236072382289,-84.69545285794274,68.55,20,200.0,False,-10.164050177467391,False,global_speed_penalty + progress_reward + soft_landing,no_meaningful_improvement,reward_v1,runs/env_001/ablation_unconstrained_v4/seed_3/iter_05
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_3,3.0,,6,-122.77202779039962,12.89402704624726,-146.65591947815082,-101.24676164040437,68.3,20,200.0,False,-10.164050177467391,False,engine_penalty + landing_reward + lateral_penalty + progress_reward,no_meaningful_improvement,reward_v6,runs/env_001/ablation_unconstrained_v4/seed_3/iter_06
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_3,3.0,,7,-122.03169738229488,12.087819735597064,-143.19934465847646,-99.64212784757851,68.3,20,200.0,False,-10.164050177467391,False,engine_penalty + landing_reward + lateral_penalty + progress_reward,unsolved_stagnation_fresh_restart,reward_v7,runs/env_001/ablation_unconstrained_v4/seed_3/iter_07
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_3,3.0,,8,-5510.929149740383,3356.8013322675674,-10326.02890642857,-707.3129978530933,586.85,20,200.0,False,-10.164050177467391,False,approach_reward + soft_landing_penalty + upright_penalty,no_meaningful_improvement,reward_v1,runs/env_001/ablation_unconstrained_v4/seed_3/iter_08
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_3,3.0,,9,-5510.929149740383,3356.8013322675674,-10326.02890642857,-707.3129978530933,586.85,20,200.0,False,-10.164050177467391,False,approach_reward + soft_landing_penalty + upright_penalty,no_meaningful_improvement,reward_v9,runs/env_001/ablation_unconstrained_v4/seed_3/iter_09
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_3,3.0,,10,59.17899346789178,120.14192818783467,-63.06278603729635,245.5898574181117,764.05,20,200.0,False,59.17899346789178,False,contact_reward + engine_penalty + progress_reward + proximity_reward + upright_penalty,new_best,reward_v10,runs/env_001/ablation_unconstrained_v4/seed_3/iter_10
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_4,4.0,,1,-101.8923409042886,15.148036325026064,-121.14412303118512,-73.27414429667213,68.7,20,200.0,False,-101.8923409042886,False,landing_vel_penalty + progress + stable_bonus + upright_penalty,new_best,reward_v1,runs/env_001/ablation_unconstrained_v4/seed_4/iter_01
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_4,4.0,,2,-110.6590669956684,11.097311587010669,-129.40766527137842,-78.93329196449965,68.45,20,200.0,False,-101.8923409042886,False,hspeed_penalty + landing_vel_penalty + progress + upright_penalty + x_center_penalty,no_meaningful_improvement,reward_v2,runs/env_001/ablation_unconstrained_v4/seed_4/iter_02
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_4,4.0,,3,-0.2350200464379597,141.86786956573042,-204.44292438504473,202.10223292273741,483.85,20,200.0,False,-0.2350200464379597,False,contact_reward + progress,new_best,reward_v3,runs/env_001/ablation_unconstrained_v4/seed_4/iter_03
env_001,w/o HEP,ablation,runs/env_001/ablation_unconstrained_v4,seed_4,4.0,,4,140.26991344165694,104.00288159288091,-84.83016186168258,257.01670182215025,463.85,20,200.0,False,140.26991344165694,False,ang_penalty + contact_reward + progress + vel_penalty,new_best,reward_v4,runs/env_001/ablation_unconstrained_v4/seed_4/iter_04
