#{"t_start": 1783433873.2387698, "env_id": "LunarLander-v3"}
r,l,t
146.331896,1000,392.555784
6.662014,298,393.121949
10.788689,294,393.685257
-23.458746,266,395.837049
130.844829,1000,398.252698
-3.900113,197,400.139077
109.265336,1000,404.430192
1.145603,276,405.061955
-31.180709,247,405.515507
218.142373,370,408.280962
126.824802,1000,410.580056
-19.742069,156,413.174014
106.491709,1000,417.785827
2.049134,248,418.965311
167.658907,1000,423.514603
20.643722,231,424.025663
-10.552043,195,424.698996
-23.518728,254,427.082472
144.262644,1000,429.265542
226.15112,401,432.134025
-36.410921,248,432.635046
138.216806,1000,436.818913
133.387851,1000,440.635657
166.754588,458,443.58894
201.524547,413,444.343818
9.700763,298,444.914649
-6.772925,226,445.529731
-3.178918,363,448.506476
-3.048742,327,449.137889
148.47816,1000,453.096828
114.66323,1000,456.872847
122.052014,1000,460.920898
131.867148,1000,465.190245
108.822611,1000,470.019938
183.980363,927,473.684676
-28.118645,322,474.387851
210.638798,333,477.121144
118.126359,1000,482.004827
-25.175898,190,482.402345
19.248381,245,482.939941
-35.560318,261,483.459378
129.983852,1000,489.52692
125.856943,1000,494.931515
-60.277046,212,495.618458
110.55341,1000,499.4489
116.698333,1000,504.292894
106.901058,1000,509.656334
-58.497809,386,513.240162
103.155168,1000,517.271576
109.579594,1000,522.920831
136.860014,1000,526.788039
-30.860953,268,527.310887
-19.708423,215,527.799028
-17.749378,250,528.320217
-14.080261,230,530.761949
-31.49421,266,531.283865
-18.251452,213,531.67303
-23.140811,243,532.120702
125.11568,1000,535.665534
108.195673,1000,539.096814
111.319857,1000,542.490514
-17.374725,222,542.929956
122.45341,1000,546.400715
123.123748,1000,550.057337
-11.534895,298,552.530643
241.460787,325,553.212554
200.41437,307,553.772007
81.671657,1000,557.435903
147.631204,1000,560.917007
139.074736,1000,564.325468
-6.620355,217,564.785808
150.176554,1000,568.274916
132.21275,1000,571.964343
14.664011,305,574.316844
117.915483,1000,577.703431
110.954291,1000,581.160286
131.600048,1000,584.636043
202.685316,384,585.387568
99.737549,1000,588.826702
220.384703,305,589.416003
111.931528,1000,593.167646
136.789444,1000,596.613192
-6.080398,224,597.034527
132.650998,1000,600.506489
106.838381,1000,603.898746
121.21659,1000,607.503952
97.437233,1000,610.908411
112.602158,1000,615.970405
159.704419,1000,619.917587
117.762171,1000,624.231177
110.824513,1000,628.050963
87.702489,1000,631.468139
126.048399,1000,635.206549
126.421513,1000,639.062111
141.661199,1000,644.867742
140.477513,1000,650.03733
144.38167,1000,654.00456
142.229374,1000,657.671633
122.599316,1000,661.269628
151.955739,1000,664.910752
164.002837,1000,670.086839
155.486878,1000,674.422314
240.591326,934,678.451148
158.91784,1000,682.526206
119.349953,1000,686.250152
132.690821,1000,690.146582
153.469601,1000,694.19513
125.877758,1000,698.983492
137.413051,1000,702.614899
171.095017,1000,706.5087
179.777907,1000,710.914418
71.387587,197,711.268783
174.500671,1000,715.677149
159.616578,1000,719.598162
98.654492,1000,723.62362
141.69477,1000,727.762119
137.182327,1000,731.670719
158.400026,1000,736.168884
183.016986,1000,739.977831
147.955007,1000,744.067416
166.40847,1000,747.578419
163.188656,1000,751.398458
67.099257,245,751.84942
119.328359,1000,756.132729
145.544283,1000,760.123592
134.956696,1000,763.760751
124.69873,1000,767.923496
146.403487,1000,772.369015
190.654817,1000,776.314196
148.013303,1000,780.324933
229.968791,567,781.867453
168.521308,1000,785.67118
166.190741,1000,789.821527
57.585149,252,790.316115
265.103687,295,793.477103
272.195357,315,794.126694
288.15876,320,794.819099
254.309866,287,797.45635
269.737699,321,798.959758
247.462707,327,800.606815
12.986157,249,803.054862
264.228185,292,803.689049
265.449038,252,804.310274
243.950904,276,804.954045
281.352824,309,808.645409
288.230528,308,809.41767
259.542718,289,810.37694
292.356343,597,814.082436
281.131386,288,814.910139
281.322595,353,815.91452
243.83382,274,818.086141
9.196973,222,818.533389
50.845707,216,818.994134
261.71574,711,822.583417
284.615488,293,823.202424
291.772037,293,823.749735
273.673858,439,826.548809
288.403446,381,827.305423
289.488668,278,827.855701
6.494695,230,829.918067
276.197028,255,830.423604
271.053787,249,831.108278
35.043607,224,831.560388
275.708542,279,833.916288
270.075836,300,834.469164
280.877667,280,835.010157
54.110636,211,835.388614
297.077967,277,837.843555
279.479857,301,838.442774
234.967372,295,839.037981
273.938078,309,841.335643
56.245147,246,841.889482
235.392009,285,842.507655
237.939372,304,843.33876
268.646847,279,845.624676
264.700474,265,846.115932
269.393489,276,846.64113
270.733089,384,849.474164
210.142552,394,850.237026
45.470344,238,850.710569
273.701294,302,851.320321
249.340295,290,853.910936
288.149092,301,855.064105
278.369137,262,855.561947
275.90665,296,858.401291
265.595025,314,859.617388
256.058242,260,860.988645
294.501989,276,861.877696
258.861278,362,864.267705
247.767381,295,864.925015
298.181713,241,865.53372
251.896907,318,868.103374
292.226842,299,868.685981
292.183939,248,869.136288
-5.643446,214,869.528403
303.380573,304,871.840219
295.280953,309,872.567287
279.128,287,873.255697
269.939669,280,875.715373
279.797609,242,876.290227
305.991237,242,876.824669
288.600464,353,877.57366
274.114952,301,880.186349
253.440749,308,880.871313
279.526831,295,881.515059
264.469933,270,882.005434
273.173596,281,884.226753
299.752636,249,884.76401
307.123657,264,885.341072
268.810395,299,887.463215
259.988426,276,888.007159
266.739844,317,888.745553
275.999879,276,889.306347
293.567319,281,891.69263
238.717029,294,892.312314
258.514869,276,892.899984
44.179916,219,893.30454
298.064787,301,895.644763
242.553583,260,896.157251
209.065215,776,899.492381
32.613029,220,900.07214
48.136124,197,900.534627
285.192096,300,901.376821
259.696483,256,903.467543
237.940018,226,903.930897
301.48688,277,904.555573
243.589515,260,905.091096
274.873957,273,907.687092
285.538468,257,908.305625
266.011107,272,908.88073
33.701272,216,909.482043
250.342191,254,911.989773
259.95761,260,912.505575
309.229662,256,913.268773
238.507229,275,913.877037
268.09856,299,916.207749
256.582016,299,916.854636
267.694897,318,917.477972
273.664466,285,919.572989
35.483263,217,919.972125
297.929165,277,920.518156
267.912135,334,921.15236
290.562906,292,923.657156
11.605379,216,924.11027
257.609969,278,924.63992
281.458857,301,925.194659
275.186376,286,927.257435
266.760391,253,927.731648
285.141771,293,928.273076
268.632084,350,930.467371
263.633558,278,930.951543
237.224762,297,931.536259
256.508194,251,931.991128
262.345935,274,933.94755
264.930518,269,934.443328
288.140315,240,934.868761
213.966152,271,935.366522
20.164021,217,937.373723
274.278687,376,938.077101
262.227421,310,938.682938
270.287352,327,940.880485
267.28538,301,941.44241
218.276419,310,942.021175
276.75442,299,944.663258
272.32608,409,945.45265
281.331809,295,946.035648
238.652688,322,948.119875
293.801617,283,948.666503
263.169275,344,949.323364
277.156825,316,951.649806
264.804774,287,952.249187
231.018444,283,952.818385
269.741836,266,953.383354
262.325297,268,955.592917
254.449074,249,956.108469
257.663568,254,956.621045
279.500958,297,957.394117
274.392231,389,960.11154
269.656672,283,960.718237
218.633766,280,961.526077
255.013261,254,963.63194
290.245663,275,964.15744
272.759325,270,964.942087
272.900495,279,965.516928
265.083126,260,967.85695
265.211793,238,968.335253
245.10905,278,969.225919
257.659039,272,969.807863
233.314979,267,974.018139
272.757902,298,974.627782
252.810937,290,975.194314
265.09942,254,975.669965
236.89059,272,977.817649
302.66802,329,978.597881
296.545278,265,979.29432
272.317102,318,981.506017
242.744703,278,982.022115
252.071338,243,982.551653
239.271566,303,983.237993
289.350244,241,985.756009
266.722734,262,986.257339
269.252086,260,986.767241
289.08713,441,989.200225
247.992605,258,989.734681
269.96854,289,990.483519
277.413479,284,991.067277
244.782523,271,993.08638
301.89147,282,993.641469
283.274996,246,994.12004
250.257663,274,994.770526
247.858749,251,997.10893
296.116713,291,997.697707
52.574184,203,998.066583
257.201051,248,998.52609
298.694667,271,1000.726928
295.41508,316,1001.534811
86.241241,181,1001.951838
287.197696,311,1002.565181
280.622508,275,1005.780519
259.406489,282,1007.422053
257.888849,305,1009.302045
302.075244,323,1011.894284
291.932486,268,1012.532064
257.81879,285,1013.28701
260.30089,307,1013.876869
229.075809,301,1016.043506
262.123232,243,1016.525973
245.64746,263,1017.13302
294.585875,283,1019.652783
295.62928,373,1020.420356
136.86128,1000,1025.397706
272.42529,216,1025.799637
288.947227,297,1026.32742
288.987966,243,1028.581374
254.816256,270,1029.197613
271.512455,290,1029.960198
292.185368,282,1030.524885
181.727444,1000,1034.11248
243.855375,426,1036.870068
303.248397,353,1037.746655
249.900625,261,1038.328283
243.674675,348,1041.887555
290.243118,352,1042.896644
250.48164,237,1043.471085
41.605956,191,1045.568531
290.414837,255,1046.096625
278.492805,268,1046.610419
240.351376,240,1047.178279
297.856618,714,1052.549646
267.018752,318,1053.326505
269.782416,300,1056.126443
292.947069,295,1057.217767
252.784817,272,1058.552136
291.141848,295,1059.270978
272.06376,284,1061.608804
289.203019,260,1062.19713
252.914226,270,1062.804209
255.22554,287,1063.381571
266.349241,272,1065.520622
237.938143,270,1066.161582
274.324518,250,1066.713514
265.125814,257,1068.85779
281.784237,278,1069.587852
272.291077,267,1070.171478
276.960058,252,1070.643434
258.32047,233,1072.655777
249.631965,264,1073.128208
255.185651,316,1073.728669
279.507264,245,1074.327064
276.380565,388,1077.176012
243.13678,256,1077.752409
308.383327,283,1078.364879
286.899379,265,1078.942338
302.029475,255,1081.311194
245.655442,254,1081.829781
275.372261,290,1082.377719
266.056865,300,1084.849431
279.467656,282,1085.439023
256.309384,316,1086.121898
290.335097,271,1086.639493
