#{"t_start": 1783433873.2851155, "env_id": "LunarLander-v3"}
r,l,t
-232.74493,100,34.519279
-119.104229,81,34.682071
-96.922218,83,34.862397
-255.482497,104,35.113366
-118.216301,80,35.524051
-108.46867,99,35.79229
-132.725699,80,35.96223
-63.987459,70,36.11816
-84.149553,61,36.242299
-69.528855,105,38.88531
-202.506946,127,39.151696
-76.148723,119,39.535646
-31.944779,67,39.666253
-82.494286,91,39.840103
-144.999086,118,40.053922
15.187572,123,40.338653
-55.560837,86,40.534441
-146.915471,91,40.927798
-68.932415,61,41.242285
-94.00659,114,44.51383
-9.62036,73,44.665066
-64.52603,62,44.794589
-104.304851,73,44.94332
-240.104969,112,45.138192
-78.665592,118,45.345665
-118.377319,99,45.526128
-80.895586,71,45.668138
-143.72604,104,45.854187
-103.008565,99,46.03052
-83.92772,116,46.273813
-101.202498,68,48.345881
-85.51594,105,48.659719
-147.436899,137,48.943105
-116.090108,123,49.173306
-71.803356,132,49.413494
-71.457463,97,49.587568
-61.366805,76,49.72435
-54.440076,79,49.887407
-91.239233,86,50.190618
-68.040416,112,50.425737
-139.941302,103,52.534653
-81.239197,112,52.93919
-21.337836,103,53.211529
-123.297995,113,53.451314
-73.47325,61,53.569055
-41.260755,130,53.997846
-83.53664,93,54.274425
-64.908102,67,54.44721
-95.557689,124,54.741057
-97.862617,109,55.004104
-242.494371,132,57.143024
-107.148098,102,57.351634
-100.473269,107,57.603915
-90.167625,84,57.777253
-97.870032,82,57.927192
-81.883619,109,58.224192
-84.544978,104,58.511716
-72.724243,126,58.827708
-67.4387,90,59.091138
-104.579162,119,59.422179
-39.869326,148,61.968261
-88.548962,125,62.231371
-35.430011,98,62.404208
-66.983261,91,62.575919
-66.213102,151,62.852997
-68.467141,92,63.023263
-141.024311,114,63.234391
-54.742893,90,63.42919
5.62775,80,63.579133
-112.10445,161,65.98348
-8.527766,91,66.216921
-84.177729,85,66.434064
-3.183943,125,66.793966
-32.405937,108,67.0364
-13.954507,78,67.188907
-7.633935,139,67.499304
-62.071876,118,67.811387
-59.018608,89,67.997485
-96.708099,105,70.02998
-34.158773,117,70.303962
33.987786,102,70.5332
-86.840808,118,70.968951
2.429695,106,71.271557
-20.536627,116,71.575237
-70.307407,132,71.997031
-31.651044,131,72.371949
-53.301925,135,72.632437
-36.558434,129,74.481334
-36.735887,141,74.781689
-47.320296,103,75.083699
-46.436014,176,75.614042
-56.719119,112,75.886416
-146.353166,125,76.171242
-45.185148,135,76.638513
-9.685025,148,76.999224
-7.056871,156,79.281109
-7.169557,140,79.559612
-12.007497,193,79.946933
25.375536,99,80.187742
-57.011445,193,80.634173
-41.790868,174,81.041649
18.059481,117,84.008321
-82.646119,141,84.381446
99.530868,1000,89.935172
154.908314,1000,96.468205
-217.93739,202,97.21161
21.158013,217,97.985115
-44.038602,152,98.419949
-72.946047,203,98.920856
-13.9977,172,101.543454
-49.321553,217,102.133668
-33.36988,135,102.509728
-35.558398,134,102.853276
27.609721,184,103.381098
3.978061,114,103.710589
-172.027687,176,104.218432
-143.442048,220,107.559744
-40.789001,197,108.263927
78.42786,1000,116.845314
76.838244,1000,121.470912
-22.359552,174,122.017489
-60.422914,157,122.360324
14.848333,210,122.726105
-10.269214,224,124.916076
-11.380331,205,125.420612
-52.204893,335,126.199697
163.681493,1000,130.812032
-35.251563,259,131.319571
-52.197025,165,133.717918
28.792318,193,134.138627
9.872126,222,134.614756
23.251677,1000,139.138386
-51.213167,301,139.741165
-80.772416,283,140.332108
4.295191,1000,144.226792
-45.424388,345,146.74543
-39.496733,203,147.11728
-72.009101,346,147.766625
104.700883,1000,152.166673
-120.402714,240,154.403865
91.956752,1000,156.995294
94.517686,1000,160.801848
-45.16462,316,163.276458
-37.607707,317,163.914302
87.877872,1000,168.630404
66.791268,1000,172.742938
-127.781518,536,175.546891
-145.823118,584,177.273033
-89.246229,379,179.83697
-13.467807,1000,182.166294
82.357712,1000,187.067976
143.288734,1000,194.216282
48.133355,1000,202.281975
140.812172,1000,208.006195
-107.501943,426,212.564398
-90.968329,463,214.151293
-72.661894,344,220.669411
60.929095,1000,228.871564
37.073985,1000,236.521979
84.113741,1000,244.099053
-1.630863,216,244.840071
100.924845,1000,252.078874
128.005986,1000,258.554358
-32.754661,318,259.846635
81.606655,1000,265.762536
169.795194,1000,271.187509
127.039803,1000,276.677816
130.408599,1000,281.843804
-22.501257,290,282.447136
3.755534,227,282.974039
-2.68224,185,288.135425
95.818824,1000,294.391205
41.517855,207,294.921961
177.513235,367,295.714125
124.352668,1000,299.867239
90.530138,1000,303.940906
73.822712,1000,307.714453
113.01474,1000,312.00344
83.285152,1000,316.555619
-1.006048,306,317.187196
92.78254,1000,321.460111
125.01855,1000,325.185639
226.829155,824,329.214573
139.898498,1000,334.683171
84.35669,1000,341.160553
144.881067,1000,346.518461
137.956627,1000,350.771384
103.948855,1000,354.966681
-11.101953,243,355.435905
125.298908,1000,360.15081
132.566852,1000,364.690138
122.705972,1000,368.671834
-10.651522,236,369.264028
126.069852,1000,372.962889
139.33836,1000,377.042177
-20.168679,284,379.339407
41.781419,239,380.088311
105.759531,1000,384.222098
47.556048,155,384.581285
-11.293594,181,384.987985
196.206664,485,388.07288
109.36577,1000,392.281776
143.613607,1000,395.88587
94.025694,1000,399.804978
-16.657259,149,400.083025
141.917486,1000,404.371778
140.116835,1000,408.642018
-33.058438,368,409.588743
15.546413,203,409.957673
155.842365,1000,414.628075
26.416996,212,415.119871
127.218283,1000,420.631275
129.635816,1000,424.775943
14.674204,278,427.210103
155.246962,1000,431.434073
13.144053,170,431.777342
-33.884005,293,432.388141
-82.223562,263,432.871998
130.623391,1000,437.081146
102.231027,1000,441.065232
136.88297,1000,444.844822
19.508043,271,445.558347
100.03288,1000,449.704727
229.369686,562,452.813415
-79.526195,284,453.569222
146.791929,1000,457.286187
187.827729,483,460.257029
142.083718,1000,464.455271
21.627274,206,464.913713
196.007391,390,465.680922
107.040397,1000,470.611726
103.143739,1000,474.465703
7.898604,237,475.058524
141.579126,1000,479.107801
126.426188,1000,483.853638
153.546688,1000,490.18109
123.854097,1000,495.603427
205.703315,507,498.278655
-0.571429,245,498.781366
-10.674696,218,499.354441
133.342556,1000,504.214976
228.972816,306,507.136699
191.011731,423,508.858687
96.998483,1000,513.947419
189.649862,449,514.840689
152.918022,1000,519.835411
4.524419,268,522.98823
145.248144,1000,526.830475
143.623764,1000,530.890056
192.83323,532,531.870201
123.533165,1000,535.390105
9.027683,208,535.800445
113.694118,1000,539.218153
128.198928,1000,542.65462
121.474546,1000,546.101989
212.795476,462,548.661779
106.640182,1000,552.567993
224.661267,346,553.287086
130.702666,1000,556.867916
26.457461,231,557.355918
35.150882,203,557.803329
142.981479,1000,561.229966
142.200681,1000,564.679841
17.662919,222,566.681654
132.696346,1000,570.143905
130.058377,1000,574.081375
115.555701,1000,577.441192
18.721028,228,577.886351
244.295528,325,578.504509
10.159177,263,579.011898
129.707862,1000,582.503804
249.101452,307,584.615956
235.549089,373,585.344901
-16.535078,329,585.969157
109.963138,1000,589.41684
119.347688,1000,593.168343
114.841751,1000,596.613285
220.714839,363,598.840131
105.768452,1000,602.2575
110.406062,1000,604.160161
14.750511,257,606.207899
137.869187,1000,609.743758
117.917924,1000,614.434069
123.42251,1000,618.605935
145.637574,1000,622.80328
154.397388,1000,626.882481
130.654164,1000,630.307218
140.975492,1000,634.075483
131.370184,1000,637.804446
177.631527,1000,643.630663
17.64884,322,644.35388
57.687378,302,644.924251
147.406561,1000,650.108056
142.846166,1000,654.104237
148.710411,1000,657.70006
147.811531,1000,661.300665
144.568959,1000,664.946573
131.205672,1000,670.186483
159.54415,1000,674.557407
168.752365,1000,678.613123
146.216006,1000,682.707496
159.67708,1000,686.442633
131.831198,1000,690.348277
31.200655,280,690.92133
150.615536,1000,695.005802
145.590146,1000,699.737107
148.521268,1000,703.40516
154.027959,1000,707.199633
141.471555,1000,711.570693
187.404845,1000,716.03715
163.786574,1000,720.008827
147.861444,1000,723.935421
161.617893,1000,728.092543
138.798672,1000,732.369236
119.835701,1000,736.598619
118.387539,1000,740.282979
137.142966,1000,744.359248
130.15673,1000,747.964646
140.872555,1000,751.714783
19.99388,280,752.283637
132.186551,1000,756.62624
101.654749,1000,760.587081
123.509664,1000,764.315635
258.642241,828,768.016288
146.280569,1000,772.431137
137.650551,1000,776.565872
176.381111,1000,780.39869
275.983333,432,781.5596
261.313266,438,784.398196
268.931598,600,785.550668
182.314804,1000,789.689142
276.441584,366,792.69751
272.35271,591,794.196092
287.914738,419,796.877717
151.646893,1000,801.061738
291.453083,240,803.453186
285.525796,283,804.139194
266.940121,320,804.888298
276.189495,264,808.37991
40.61169,212,809.038877
224.13919,279,809.892831
277.712246,261,810.546597
241.35938,299,813.33647
225.553683,353,814.470298
287.806666,233,815.116842
240.464792,305,815.978358
292.776259,313,818.215912
256.139639,324,818.897718
253.932978,285,819.803336
241.354526,306,822.273515
260.950587,284,822.825952
79.153613,205,823.254301
48.100681,214,823.663447
282.444836,254,825.897008
24.18732,203,826.492185
240.116198,297,827.10629
274.334531,271,827.626925
230.267252,329,829.877848
303.480067,294,830.508598
269.518035,279,831.199789
47.232554,259,831.731215
141.320029,1000,835.405501
268.005176,275,837.86009
256.224382,288,838.435645
273.754815,285,839.024522
260.193159,316,841.327974
252.876163,283,841.989593
261.221261,299,842.627171
231.170219,281,843.416392
288.463389,281,845.67511
237.691362,286,846.205084
271.175663,302,846.835094
302.588631,321,849.489019
129.713694,1000,853.399566
229.802801,301,854.31021
294.545581,315,855.270076
259.204622,278,855.781795
287.828194,245,858.625879
280.20092,282,859.994679
265.053079,316,861.259795
301.933865,268,863.675101
288.90034,255,864.216375
233.973903,286,864.854851
309.576206,318,865.626657
223.709874,292,868.154735
269.374938,247,868.616355
292.110106,251,869.076689
188.349471,1000,872.90304
259.958891,319,873.668964
259.900305,282,876.123443
283.784919,293,876.794001
264.756579,327,877.490762
314.255689,347,880.208733
257.704641,327,880.945832
280.532343,309,881.579334
49.887812,223,881.98331
283.115495,255,884.145007
277.216271,271,884.734566
264.279384,278,885.336455
272.763947,480,887.815973
298.632021,295,888.4969
239.46883,289,889.031639
304.334574,253,891.431263
270.619733,326,892.110593
270.693835,262,892.660326
236.63114,253,893.150223
277.543698,870,896.631963
281.654201,298,898.919592
266.846124,280,899.575778
264.283414,271,900.246736
274.115078,275,901.042246
295.556558,394,903.459814
270.825146,305,904.065873
26.087956,207,904.576587
253.841967,296,907.088013
67.3445,239,907.720758
282.211081,276,908.367769
252.513057,249,908.890704
283.554284,281,911.612624
288.9506,230,912.085458
266.647259,249,912.595709
280.227073,278,913.41623
258.595202,252,915.629785
266.525487,275,916.227538
61.62341,186,916.624894
267.257747,234,917.118
292.780142,259,917.612893
61.127141,208,919.56253
302.913445,258,920.045863
245.049158,337,920.705281
239.946434,287,923.154708
242.861094,330,923.84214
300.150244,259,924.324687
269.112346,400,925.103225
279.091613,286,927.157028
277.216783,306,927.737366
290.355234,308,928.330644
288.328021,292,930.389855
236.660676,275,930.871894
302.063053,301,931.459033
265.775795,263,931.934605
291.270924,276,933.898214
254.563409,249,934.355502
289.411694,307,934.907868
65.69765,196,935.267713
280.13243,249,937.33292
173.127452,1000,940.815593
265.659017,323,941.418509
258.963362,282,941.935294
259.636016,336,944.652779
296.667445,271,945.201445
277.812699,264,945.678082
281.440804,317,946.272339
238.066483,291,948.337116
279.106381,298,948.895492
286.084853,308,949.495422
294.982425,259,951.73227
310.126451,325,952.403467
239.643526,254,952.935023
296.126591,282,953.503262
305.942258,263,955.712917
296.667344,278,956.263787
278.243054,271,956.925357
233.170877,302,957.665692
294.874132,270,960.093815
287.522739,282,960.700966
248.906841,268,961.4765
280.383265,286,963.639817
260.456296,254,964.127883
244.445139,297,964.993291
277.441381,245,965.482137
244.093567,253,967.802759
66.941974,243,968.292188
294.15139,241,969.10754
289.511917,291,969.723815
274.366023,303,974.015855
238.641915,242,974.506637
135.425177,1000,978.132016
298.944527,323,978.828218
232.284044,312,979.70016
265.71475,304,981.780248
259.020034,263,982.326123
273.926311,306,982.965904
263.578901,257,985.586421
265.450418,263,986.090612
282.148139,342,986.755548
276.593644,283,987.287705
262.668311,334,989.546966
276.803782,303,990.225137
250.928752,287,990.926615
278.51886,273,992.956166
243.956685,319,993.580817
64.382397,178,993.932858
261.180146,280,994.530898
294.152895,365,997.180571
302.8383,247,997.651362
247.502484,295,998.198767
177.286674,1000,1002.058933
72.528466,205,1002.437989
272.306824,302,1005.72299
263.606574,270,1007.25926
247.574741,288,1009.153712
286.770961,289,1011.715936
288.432883,367,1012.564458
279.133044,286,1013.308619
262.969634,310,1015.472436
239.939396,249,1015.964341
302.104617,280,1016.519366
290.231095,281,1017.190516
241.612703,291,1019.707817
246.490607,293,1020.293882
264.482286,284,1020.944677
242.507546,296,1021.499214
294.378954,284,1024.973936
280.848984,317,1025.628832
297.264644,424,1026.380898
166.954316,1000,1030.423352
282.764005,268,1032.472528
277.795847,311,1033.044951
256.66939,318,1033.759203
144.354365,1000,1037.907618
298.314072,265,1040.992257
220.126669,288,1041.961043
276.084608,286,1042.711074
236.512869,282,1043.459179
279.077302,246,1045.658612
288.416182,275,1046.234544
232.074913,235,1046.661085
272.818691,262,1047.28641
279.432203,330,1051.686231
236.091334,271,1052.40834
275.247319,403,1053.409849
259.803419,291,1056.293744
293.513757,256,1057.182924
280.693842,280,1058.540077
257.055492,326,1059.29492
285.909631,230,1061.543122
299.896213,321,1062.234715
277.680149,259,1062.851586
64.456406,212,1063.265251
260.785312,247,1065.368195
246.097577,244,1065.940267
239.254966,274,1066.489401
279.837203,258,1067.153544
274.368616,404,1069.670325
311.359833,247,1070.213194
282.204852,240,1070.655473
292.83442,323,1072.804595
53.788807,195,1073.176506
274.520695,261,1073.677876
154.286422,1000,1077.951883
249.943771,248,1078.463559
260.389291,408,1081.194581
279.476311,271,1081.733685
235.833643,255,1082.222171
253.504574,258,1082.753504
274.996503,259,1085.14067
278.475284,246,1085.681492
256.628606,273,1086.217949
