#{"t_start": 1783434978.149409, "env_id": "LunarLander-v3"}
r,l,t
78.807739,1000,106.476497
-238.493758,262,106.955399
41.287021,206,107.336451
-84.391838,272,109.495977
78.222806,1000,113.131298
-45.271458,213,113.516226
19.604313,267,114.024525
59.05982,1000,117.53473
141.87754,1000,120.945936
149.466089,1000,124.34049
-37.843014,314,124.940229
-25.275462,184,125.289554
79.997364,1000,128.733626
175.066886,1000,132.206638
19.581707,194,134.106198
91.706301,1000,137.547702
-7.100393,273,138.05848
160.023833,1000,141.556656
-23.470307,303,142.116165
-35.594536,1000,145.563734
156.708048,1000,149.267947
121.958211,1000,152.957461
115.129076,1000,156.482588
93.647805,1000,160.057437
91.043877,1000,163.503794
22.445358,221,163.924504
-5.578755,267,164.437893
35.85586,294,166.50213
-5.289852,210,166.886462
141.081173,1000,170.394718
134.116308,1000,173.916816
114.295305,1000,177.626174
128.63723,1000,180.946748
-20.844575,266,181.471707
113.473514,1000,184.844751
129.860495,1000,188.334239
163.896855,1000,191.79839
146.004203,1000,195.167746
113.162259,1000,198.527601
36.836431,274,199.049164
147.030136,1000,202.444641
92.464162,1000,206.131949
132.474236,1000,209.658923
178.236608,921,212.911418
145.469459,1000,216.501098
221.331093,661,219.401981
146.135928,1000,222.923561
142.02023,1000,226.519458
-17.926226,1000,230.197268
104.232105,1000,233.914844
29.951993,1000,237.425011
157.22953,1000,241.020552
-27.778692,300,241.65929
136.320939,1000,245.159751
146.640801,1000,248.704724
132.835593,1000,252.096184
-17.40023,490,253.056486
147.55039,1000,256.481387
158.786795,1000,259.905636
80.473921,1000,263.451126
163.006502,1000,266.815815
120.940796,1000,270.185706
154.089545,1000,273.720243
-22.581699,268,274.193666
139.854914,1000,278.014844
110.688929,1000,282.293193
106.152728,1000,286.206903
149.919178,1000,289.941651
168.951834,1000,293.691195
39.098991,310,295.850888
119.475813,1000,298.050692
174.279489,1000,302.076079
133.904767,1000,306.009269
128.430703,1000,309.953109
155.991656,1000,313.910928
111.689382,1000,319.525363
163.171626,1000,323.733786
85.439009,1000,327.87308
153.706108,1000,331.993294
37.550848,291,334.567558
132.170967,1000,338.554475
116.993486,1000,343.228725
105.37679,1000,347.915704
180.259151,1000,350.336339
171.747853,1000,354.103359
143.452317,1000,357.675972
116.870076,1000,361.406685
159.445008,1000,364.959074
151.858212,1000,368.471611
141.768017,1000,372.438877
97.4648,1000,377.173029
127.651681,1000,380.679152
131.390189,1000,384.076883
145.321256,1000,387.672845
136.832263,1000,391.27587
135.134232,1000,394.898031
153.664742,1000,398.664778
125.412229,1000,402.415637
165.670493,1000,406.253179
128.176756,1000,409.685499
165.689252,1000,413.351421
176.206041,1000,417.382169
157.270625,1000,421.104902
149.834456,1000,424.756724
125.436792,1000,428.400221
167.334534,1000,431.929898
151.021047,1000,435.488199
171.393198,1000,439.024101
147.403459,1000,442.588903
257.113649,724,445.643436
-0.183572,276,446.137707
226.102783,428,447.0215
217.043013,348,449.393024
259.244159,490,450.545088
212.151494,469,453.115101
280.072027,371,453.798235
232.789023,469,454.668839
247.635991,824,457.949884
262.935183,322,460.345798
30.876694,266,460.890565
207.149321,678,462.275262
155.819685,1000,465.90697
88.723809,1000,469.485314
53.558795,273,471.624542
248.212345,342,472.423696
280.264071,360,473.220075
227.321808,398,475.64566
256.021121,313,476.252948
240.960754,295,476.875843
264.00498,286,479.496735
283.318355,410,480.36566
224.383979,887,483.650075
35.638419,233,484.148677
216.709874,295,484.74774
265.610421,345,488.238524
265.833475,309,489.235323
242.080793,352,490.1692
286.600977,321,492.543773
281.182176,349,493.437736
253.564194,313,494.193496
258.907171,326,497.274416
239.617744,375,498.270903
246.225413,323,499.185041
145.682907,1000,505.056208
254.193219,364,508.234094
280.384043,367,509.178306
258.585093,435,510.417142
270.412187,269,513.349916
257.017815,320,513.979222
237.517141,290,514.596467
15.643466,220,517.868723
-19.638082,234,518.50261
229.324588,306,519.075682
218.303613,349,519.75132
-16.06217,217,521.981062
214.338239,290,522.830649
6.589481,217,523.321571
139.613956,1000,527.020168
241.366467,291,527.663409
280.872669,300,530.252533
281.290068,413,531.035797
36.729351,219,531.457983
142.222027,1000,535.643075
247.389213,291,537.867492
24.538124,172,538.230705
139.291102,1000,542.293388
235.103241,281,542.833164
36.615343,238,543.393351
261.318759,307,544.073773
239.295929,284,546.668481
237.825125,275,547.201027
274.248096,287,547.71089
247.781346,296,550.2592
280.69214,353,551.088498
275.851888,315,551.868605
18.092835,220,552.316952
257.276508,687,555.407818
249.523386,345,556.326723
253.416136,345,558.685502
249.582615,397,559.461399
277.895914,321,562.039614
35.108986,240,562.627107
247.763997,325,563.259237
264.875331,295,563.836845
232.86699,300,566.146393
211.521595,313,566.915226
238.891365,325,567.72864
4.581016,252,569.971712
242.279059,348,570.566623
227.815895,331,571.312897
257.185717,369,574.774876
248.82958,312,575.420884
252.973509,333,576.055981
62.626513,213,576.514137
265.355845,428,579.488365
257.605494,315,580.112043
263.663144,397,580.859828
266.44979,313,583.327883
230.315149,351,584.200957
237.212422,340,585.074859
249.29999,476,587.658656
261.504993,334,588.383641
234.725214,350,591.060457
271.670639,376,591.766678
241.936136,315,592.363383
240.446386,413,595.269367
271.117275,347,596.137547
26.465587,295,596.676544
240.958561,350,598.96147
246.163212,345,599.690415
234.538283,338,600.560637
256.646785,389,603.031427
256.093521,338,603.660709
293.159792,385,604.477699
249.291727,310,607.144821
218.824966,357,607.773117
248.856663,331,608.421572
241.488595,385,610.914795
271.189885,300,611.765603
284.125532,363,612.676215
228.255541,354,614.832783
265.312278,329,615.562923
284.303546,350,616.303739
225.07204,352,618.868135
248.023905,342,619.493034
261.958469,492,622.452388
234.065071,303,623.267003
270.317501,293,624.029811
232.732008,309,624.620991
261.320507,282,627.141925
282.048902,409,628.257098
235.343527,294,628.978115
266.268292,326,631.377144
290.554668,383,632.251154
239.395562,314,633.050709
257.280044,317,635.898675
263.943047,355,636.641711
246.695695,326,637.251539
148.607443,1000,641.989242
259.745952,337,645.110909
284.109018,275,645.836884
218.612615,307,646.599657
234.394903,370,648.917428
261.322451,333,649.651578
218.427668,312,650.444239
263.341653,305,653.082847
252.711076,274,653.569798
264.544744,374,654.810557
251.241503,327,655.872975
269.75661,338,658.481736
250.853589,337,659.155277
110.241933,1000,663.174155
233.297908,304,663.822998
258.456094,319,666.211332
243.254339,320,667.002741
231.453608,319,667.924805
293.649334,311,670.428701
276.911253,333,671.131499
269.817958,305,671.937776
259.382749,366,674.786992
296.199138,293,675.400445
310.811026,330,676.087983
291.62658,299,678.882297
274.982475,333,679.642904
258.914395,345,680.468075
233.725029,355,682.910183
247.059891,303,683.582465
288.245981,292,684.563187
231.367726,324,685.466103
294.631901,376,687.758361
244.096658,302,688.580451
272.945475,345,689.476167
276.224476,297,692.213617
267.316292,375,693.028681
223.573279,319,693.800985
271.567489,934,698.404317
262.962831,304,701.493721
246.691964,304,702.665485
267.391605,296,703.437111
226.912879,339,706.720678
268.167606,332,707.495672
18.521847,269,708.160423
240.503427,301,708.742826
294.928747,351,712.27645
291.512859,413,713.778838
235.753125,316,714.849759
