episode,seed,original_return,generated_return,length,terminated,truncated,component.dist_gate,component.landing_proxy,component.progress_reward,component.stability_penalty,behavior.both_contact_rate,behavior.final_abs_angle,behavior.final_distance,behavior.final_speed,behavior.left_contact_rate,behavior.outcome,behavior.right_contact_rate,behavior.source,behavior.termination_reason
10,10015,229.3193207718787,31.077390573832577,365,True,False,148.71116885121964,29.954595404667394,1.3622961285066402,-0.23950095934145557,0.08493150684931507,0.001419502659700811,0.055486950369181484,0.0,0.09041095890410959,terminated_unclassified,0.08493150684931507,derived_from_declared_observation_and_action,unknown
11,10016,223.13514809609507,43.47232892488879,356,True,False,161.141726407948,42.346872026543224,1.3711473189868861,-0.24569042064132793,0.12359550561797752,0.0011665895581245422,0.03483729434702253,0.0,0.13202247191011235,terminated_unclassified,0.12359550561797752,derived_from_declared_observation_and_action,unknown
12,10017,257.7379902890833,35.59717462774553,349,True,False,144.87659761443942,34.53689875357364,1.3313637335213464,-0.2710878593494565,0.10601719197707736,0.001229023328050971,0.07037535567232406,0.0,0.11174785100286533,terminated_unclassified,0.10601719197707736,derived_from_declared_observation_and_action,unknown
13,10018,245.13904868517935,40.20461277455597,349,True,False,151.91751227068457,39.13601756189515,1.3363473878883447,-0.2677521752275192,0.12034383954154727,0.0018334491178393364,0.06427488451909333,0.0,0.12607449856733524,terminated_unclassified,0.12034383954154727,derived_from_declared_observation_and_action,unknown
14,10019,227.7587439405023,39.38482804609044,350,True,False,153.79834577431876,38.28767989917453,1.3668400949877784,-0.2696919480718643,0.11428571428571428,0.000678492768201977,0.04328198567511271,0.0,0.12,terminated_unclassified,0.11428571428571428,derived_from_declared_observation_and_action,unknown
15,10020,149.1584990194252,605.853824795572,1000,False,True,562.7377597826672,604.8326673742013,1.3170734800264716,-0.29591605865480164,0.674,0.0019282483262941241,0.09462072158324915,0.0005825064291857502,0.675,timeout,0.674,derived_from_declared_observation_and_action,unknown
16,10021,281.4549346583109,44.99445175795122,339,True,False,155.5806086106811,43.98743765658615,1.3774830909805311,-0.370468989615456,0.13569321533923304,0.002093876712024212,0.02817015894562957,0.0,0.13569321533923304,terminated_unclassified,0.1415929203539823,derived_from_declared_observation_and_action,unknown
17,10022,236.11614779485168,36.2348947512281,373,True,False,157.42143906374264,35.124399186968965,1.3820026942866785,-0.2715071300275432,0.09919571045576407,0.0009851510403677821,0.03711146914862262,0.0,0.09919571045576407,terminated_unclassified,0.09919571045576407,derived_from_declared_observation_and_action,unknown
18,10023,217.18712217407418,44.00123268566114,376,True,False,154.2677239400625,42.89309647770115,1.3488550659743437,-0.24071885801435636,0.12234042553191489,0.0013817019062116742,0.06643747623689339,0.0,0.13031914893617022,terminated_unclassified,0.12234042553191489,derived_from_declared_observation_and_action,unknown
19,10024,270.60703964711786,46.830801196418555,367,True,False,152.9210029464392,45.82971867194767,1.3243293233310338,-0.3232467988601492,0.1362397820163488,0.0033887741155922413,0.08191608457067752,0.0,0.13896457765667575,terminated_unclassified,0.1362397820163488,derived_from_declared_observation_and_action,unknown
